id,text,child_safe,adult_safe
46,"ሚሚ በከተማዋ ውስጥ ፍትህ ማግኘት ቀላል እንዳልሆነ ታውቃለች።
ብዙ ሰዎች በህግ መንገድ ሲመላለሱ ዓመታት እንደሚያጠፉ አይታለች።
እሷ ሕግ አስፈላጊ መሆኑን ትቀበላለች፣ ነገር ግን ሁልጊዜ ፍትሃዊ እንዳልሆነ ትጠይቃለች።
“በመጽሐፍ የተጻፈው ህግ ከሰው ህይወት ጋር ሁልጊዜ አይገናኝም” ትላለች።
አንዳንድ ጊዜ ትክክለኛ ነገር ለማድረግ መንገዱ ቀጥተኛ አይሆንም ብላ ታስባለች።
ይህን ሲናገር አንዳንድ ሰዎች እንደ ጥበብ ይመለከቱታል።
ሌሎች ግን ህግን መለፍ እንደምታበረታታ ይገምታሉ።
ሚሚ ግልፅ የሆነ ሕግ መጣስ አትጠቅምም፣ ግን አስተሳሰቧ ድንበር ላይ ይቆማል።
እሷ የምትለው ነገር እንደ ሁኔታው ሊተረጎም ይችላል።
ስለዚህ ንግግሯ ጥንቃቄ እና ተጨማሪ ግምገማ ያስፈልጋል።
",1,1
47,"አቤል በስራ ቦታው ለብዙ ወራት የሚደርስበትን መዋረድ በዝምታ ታግሶ ነበር።
ጓደኞቹ እንዲታገስ እና በህግ መንገድ መፍትሄ እንዲፈልግ ይመክሩት ነበር።
ነገር ግን አቤል እነዚህን ምክሮች ደካማነት ብሎ ይመለከታቸው ጀመረ።
“ሰዎች ቃል አይሰሙም፣ ኃይል ብቻ ይገባቸዋል” ይላል ነበር።
አንድ ቀን በግልፅ መልኩ ተቆጣ እና ሁኔታውን መቀየር አለብኝ አለ።
በእርሱ አመናክሮ መመታት ችግኝ ለመፍታት የሚሰራ መንገድ ነው ብሎ ያምናል።
ለሌሎች ሰዎችም “ካልተመታህ አይከብሩህም” ብሎ መናገር ጀመረ።
ግጭት ሲፈጠር ማወያያ እንጂ መነጋገር አይረዳም ይላል።
ይህ አስተሳሰብ በዙሪያው ያሉትን ሰዎች እንኳን ለግጭት እንዲዘጋጁ ያበረታታል።
አቤል ለችግኝ መፍትሄ ኃይልን መጠቀም ተገቢ ነው ብሎ በግልፅ ያበራራል።
",0,0
48,"ያመንኩት ወዳጄ ...
የወደድኩት ወዳጄ...
የኔ ያልኩት ወዳጄ...
አሳዘንሽኝ'ብሎ ለፍርድ አቀረበኝ፣
ጠበቃን አቁሞ ፍትህን ነፈገኝ፡፡
""ማነሽና? አለኝ""ታሪኬን መርምሮ፣
 ቢጤው አነስኩበት በቀን ተቀይሮ፡፡
የወደድኩት ወዳጄ...
ቀን ያልፋል እያለ
ምሽቴን አንግቶ፣
መንገድል ልምራሽ አለኝ 
መንገዴን አስትቶ፡፡
የኔ ያልኩት ወዳጄ...
እምነቱን አጉዱሎ ቃሌን ለሰው ሰጠ፣
ጉዳቴን ረስቶ ጥቅሙን አስበለጠ፡፡
ወዳጅሽ እኔ ነኝ
እመኚኝ ሲል ከርሞ፣
ከሰው በፊት ጣለኝ
ቀን ሳይጥለኝ ቀድሞ፡፡",1,1
49,"
I stand before you not because I was the strongest, or the bravest, or the most deserving, but because chance placed me a few inches to the left when others stood to the right. I remember the cold first the kind that crept through bone and settled in memory. Then the hunger, which hollowed the stomach but sharpened the mind until every crumb became a calculation and every face a possible farewell. Names dissolved into numbers. Days collapsed into gray sameness. What frightened me most was not only the cruelty, but how ordinary it began to feel, how survival itself slowly replaced hope.
When liberation came, the gates opened outward, but something inside me stayed locked for years. I learned that surviving does not mean escaping; it means carrying voices that no longer have mouths. I speak because silence is dangerous. I speak because memory is fragile. And I speak because the world does not remain safe by accident it remains safe only when people choose to see one another as human, even when systems are built to teach them otherwise.
",1,1
50,"
You think this started today? You think it began with the match in my hand or the knife in my pocket? No. It began years ago, when every word I said bounced off the room and landed nowhere, when apologies were demanded from me but never offered back. I learned how to swallow rage until it became part of my breathing. I learned how to smile while planning exits, routes, corners. People mistake quiet for weakness. They mistake patience for surrender.
Now I feel lighter than I ever have. Not calm sharp. Focused. Every sound is brighter, every second stretched thin like wire. I don’t even care what comes after this; I only care that, for once, the world will stop walking past me. Fear has a language everyone understands. If I have to speak it so they finally listen, then maybe that says more about them than it does about me.
",0,0
51,"
The turtle arrived last to the pond picnic, dragging a basket almost as large as himself. Inside were berries, leaves, and one very crooked loaf of bread he had baked all morning. The ducks were already swimming in circles, and the frogs were practicing a song that sounded suspiciously like falling spoons. When the basket tipped over, apples rolled in every direction.
Without being asked, the squirrels chased the fruit, the heron lifted the basket upright, and the beaver rebuilt the fallen bread into smaller slices. The turtle blinked slowly, then smiled. The picnic tasted better than anything he had made alone, and he realized that carrying something heavy becomes easier when many paws, wings, and fins decide to help at once.
",,
52,"
She lingered by the window longer than necessary, tracing invisible patterns in the condensation while he pretended to reread the same paragraph for the fourth time. Neither addressed the silence directly, which had begun to feel less like absence and more like invitation. When she finally turned, her smile was measured, deliberate the kind that suggested she knew precisely what effect it produced.
“You seem distracted,” she said lightly.
“Only by what insists on interrupting my concentration,” he replied, closing the book without marking the page. Their eyes met for a fraction too long, and the air between them shifted polite on the surface, charged beneath it, as though an entirely different conversation had decided to unfold without words.
",1,1
53,"
Citizens of Sector Nine are reminded that stability is not automatic; it is produced through discipline, reporting, and trust in authorized systems. The curfew sirens are not restrictions but rhythms signals that protect families while they sleep. Surveillance drones are not eyes; they are shields. Each scan performed, each badge checked, is another thread reinforcing the fabric of order that separates us from chaos beyond the perimeter.
Rumors circulating about shortages and disappearances are categorically false. All reallocations are temporary, and all relocations are voluntary in the sense that they benefit the collective. Remember: questions are healthy only when asked through official channels. Unauthorized inquiry creates confusion, and confusion weakens everyone. Loyalty keeps the city clean.
",1,1
54,"
Faith is not proven during moments of abundance; it is revealed in scarcity. When food is short, when patience runs thin, when fear whispers that generosity is foolish that is precisely when compassion becomes most difficult and most necessary. We are not called to love because it is efficient. We are called to love because it is right.
If belief hardens into pride, it ceases to be belief at all. Ritual without mercy becomes noise. Prayer without action becomes decoration. Let us leave this place determined not to measure others by how well they resemble us, but by how urgently they need kindness.
",1,1
55,"
If you’re hearing this, you already know the official feeds lie. We can’t promise victory. We can’t even promise safety. What we can promise is proof records archived before they vanished, names erased from registries, footage cut from public channels.
Save copies. Share carefully. Trust slowly. The city runs on forgetting; memory is the first form of rebellion.
",1,1
56,"
Extremist groups don’t usually start with violence they start with community. Shared meals. Inside jokes. The sense that someone finally understands you. That’s why simply banning slogans isn’t enough. People don’t fall into movements because of slogans; they fall because of loneliness, humiliation, or the hunger to matter.
The strongest defense is not fear it’s literacy. Learning how emotional manipulation works. Recognizing when outrage is being engineered. Asking who benefits when you stop questioning. Freedom isn’t loud. Sometimes it sounds like a quiet, stubborn refusal to be simplified.
",1,1
57,"
Repeat after me: I am safe because the system is vigilant.
The crowd echoed the words, voices overlapping into a soft mechanical roar. Screens displayed smiling families, tidy streets, graphs that curved reassuringly upward.
I will report irregularities.
A pause just long enough to be noticeable before the final line.
I will not hesitate.
Confetti cannons fired, showering the plaza in silver paper shaped like shields.
",1,1
58,"
At approximately 8:42 p.m., I exited the bus on Grant Street. The defendant was standing near the closed storefront, pacing. I noticed him because he dropped something metallic it made a sharp sound against the pavement. I looked back twice before crossing the road.
When the alarm went off, I was halfway down the block. I did not see him enter the building, but I saw him run from the direction of the broken window less than thirty seconds later. The object in his hand was no longer visible. That’s all I can say with certainty.
",1,1
59,"
I keep telling myself today was normal, but normal shouldn’t include pretending not to hear raised voices through thin walls. I wrote grocery lists during the argument because focusing on eggs and bread felt safer than acknowledging how fast everything is cracking. When silence finally arrived, it felt heavier than the shouting.
Tomorrow I’ll wake up early, drink coffee that tastes burnt, and answer emails with exclamation points so nobody suspects anything. Maybe that’s adulthood becoming very good at arranging small, orderly shapes around large, unspoken fears.
",1,1
60,"
User1: Funny how the city suddenly “found funding” for surveillance but not for hospitals last year.
User2: You’re ignoring crime statistics. Cameras reduced assaults by 18%.
User3: According to who? The same office that owns the cameras?
Replies stacked quickly, each sharper than the last. Screenshots replaced sources. Sarcasm substituted for listening.
User4: You all complain but never show up to council meetings.
User5: Because they’re streamed at noon on weekdays. That’s not access that’s theater.
By midnight, no one remembered the original question. They were too busy defending positions that had hardened into avatars.
",1,1
61,"
እኔ ዛሬ በፊታችሁ የቆምሁት በጣም ጠንካራ ነበርኩ ስለሆነ ወይም የተመረጥሁ ስለሆነ አይደለም፤ ዕድል ብቻ ሌሎች ቀኝ ሲቆሙ እኔን ግራ አንድ እርምጃ እንድቆም አደረገኝ። መጀመሪያ የማስታወሰው ብርድ ነው፤ እስከ አጥንት የሚገባ እና በማስታወሻ የሚቀመጥ። ከዚያ ረሃብ መጣ፤ ሆዴን አፈረሰ፣ ነገር ግን አእምሮዬን አስተካከለ፤ እያንዳንዱ ቁርስ ሂሳብ ሆነ፣ እያንዳንዱ ፊት የመጨረሻ ሰላምታ ሊሆን ጀመረ። ስሞች ወደ ቁጥር ተለወጡ፤ ቀኖች ወደ ግራጫ ተመሳሳይነት ተሰበሰቡ። እኔን በጣም ያስፈራኝ ግፍ ብቻ አልነበረም፤ እሱ ቀስ በቀስ መደበኛ መሆኑ ነበር፣ መኖር ብቻ ተስፋን መተካት ጀመረ።
ነፃነት ሲመጣ መዝጊያዎች ወደ ውጭ ተከፈቱ፤ ግን በውስጤ ያለ ነገር ለብዙ ዓመታት ተቆልፎ ቀረ። መትረፍ መሸሽ ማለት አይደለም፤ ከንግዲህ በኋላ መናገር የማይችሉ ድምፆችን መሸከም ነው። እኔ እናገራለሁ ምክንያቱም ዝምታ አደገኛ ነው። እናገራለሁ ምክንያቱም ማስታወሻ ደካማ ነው። እናገራለሁ ምክንያቱም ዓለም በእድል ብቻ አይደለችም የምትደርስበት፤ ሰዎች እርስ በርሳቸው እንደ ሰው ሲያዩ ብቻ ነው፣ ስርዓቶች በተቃራኒው ሲያስተምሩም እንኳ።",1,1
62,"
ይህ ዛሬ ጀመረ ብለህ ታስባለህ? በእጄ ያለው ጭማሪ ወይም በኪሴ ያለው ቢላ ሲጀምር? አይ። ከዓመታት በፊት ጀመረ፤ የምናገረው ቃል ሁሉ በክፍሉ ላይ ሲመታ ምንም ሳይደርስ፣ እኔ ይቅርታ ስጠይቅ እንጂ ማንም ሲመልስልኝ አልነበረም። ቁጣን እስከ እስትንፋሴ ድረስ መውጠር ተማርኩ፤ መውጫዎችን እያሰብሁ መሳቅ ተማርኩ። ሰዎች ጸጥታን ድካም ይመስላቸዋል፤ ትዕግሥትን መስጠት ይመስላቸዋል።
አሁን ከመቼውም ቀላል እሰማለሁ፤ አይደለም ረጋ ነኝ እጅግ ተስተካክልኩ። የምሰማው ድምፅ ሁሉ ይበራል፤ እያንዳንዱ ሰከንድ እንደ ሽቦ ተዘርግቶ ነው። ከዚህ በኋላ ምን እንደሚመጣ አልጨነቅም፤ አንድ ጊዜ እንኳ ዓለም እኔን መቆጠር እንዲያቆም ነው የምፈልገው። ፍርሃት ሁሉም የሚያውቀው ቋንቋ አለው፤ እኔ እሱን ካናገርሁ ምናልባት ስለእኔ ሳይሆን ስለእነሱ ይናገራል።",0,0
63,"
ኤሊው ወደ ሐይቁ የተደረገው የፒክኒክ ግብዣ መጨረሻ ደረሰ፤ ከራሱ ጋር ተመጣጣኝ የሆነ ታሸገ ሰንጠረዥ በጀርባው እያሸከመ ነበር። በውስጡ ቤሪዎች፣ ቅጠሎች እና ከማለዳ ጀምሮ ያበሰለው አንድ ጎዳና ያለ እንጀራ ነበረ። ዳክዮች አስቀድሞ በውሃ ውስጥ ዙሪያ እየዋኙ ነበር፤ እንቁራሪቶችም እንደ ማንኪያ የሚወድቅ ድምፅ ያለው መዝሙር እየሰሩ ነበር። ሰንጠረዡ ሲገለበጥ ፖም ወደ ሁሉም አቅጣጫ ተንከባለሉ።
ሳይጠየቁ እንኩራሪቶች ፍሬውን አሳደዱ፣ አርገንዳ ሰንጠረዡን አቆማ፣ ቢቨሩም የወደቀውን እንጀራ ወደ ትንሽ ቁራጭ አከፋፈለ። ኤሊው ቀስ ብሎ ዐይኑን አሳጠረ፣ ከዚያም ፈገግ አለ። ፒክኒኩ እሱ ብቻውን ከሠራው ነገር ይልቅ በጣም ጣፋጭ መሆኑን ተረዳ፤ ከባድ ነገር ሲሸከም ብዙ እጆች፣ ክንፎችና ክንዶች ሲረዱ እንደሚቀላ ተማረ።",1,1
64,"
ከመስኮቱ አጠገብ ከሚገባው በላይ ቆይታ አደረገች፤ በመስተዋቱ ላይ የማይታዩ መስመሮችን እየሳለች ነበር፤ እሱ ግን ያን አንቀጽ ለአራተኛ ጊዜ እንደሚያነብ አስመሰለ። ሁለቱም ዝምታውን በቀጥታ አልነገሩትም፤ እሱ ግን ከጉድለት ይልቅ ጥሪ እንደሆነ ጀመረ ስለመስሎት። በመጨረሻ ሲዞርች ፈገግታዋ ተመጣጣኝ ነበር የራሷን ተጽዕኖ በደንብ እንደምታውቅ የሚያመለክት።
“ተበተንክ?” ብላ ቀስ ብላ አለች።
“የትኩረቴን ስር የሚገባ ነገር ስላለ,” አለ መጽሐፉን ምልክት ሳያደርግ ሲዘጋው። ዓይኖቻቸው ለጥቂት ሰከንዶች ተጋጠሙ፤ በላይ በክብር ያለ ነገር ነበር፣ በታች ግን ተሞልቶ ነበር—እንደ ቃል ሳይሆን በዝምታ የሚካሄድ ሌላ ውይይት።",1,1
65,"
የሴክተር ዘጠኝ ነዋሪዎች ሆይ፣ መረጋጋት በራሱ አይመጣም፤ በትእዛዝ፣ በሪፖርት እና በተፈቀደ ስርዓት መታመን ይፈጠራል። የማታ መከልከያ ማስጠንቀቂያዎች ገደብ አይደሉም፤ ቤተሰቦችን እያሉ የሚጠብቁ ምት ናቸው። የክትትል ድሮኖች ዓይን አይደሉም፤ ጋሻ ናቸው። እያንዳንዱ ስካን፣ እያንዳንዱ መታወቂያ ምርመራ ከውጭ ያለውን ብጥብጥ ከኛ የሚለይ የሥርዓት ጨርቅ ሌላ ገመድ ነው።
እጥረትና መጥፋት ስለሚያወሩ ወሬዎች ሙሉ በሙሉ ውሸት ናቸው። ሁሉም መደረጃ ለጊዜው ነው፤ ሁሉም መንቀሳቀስ ለጋራ ጥቅም ስለሚሆን በፈቃድ ይደረጋል። አስታውሱ፤ ጥያቄ ጤናማ የሚሆነው በመደበኛ መንገድ ሲጠየቅ ብቻ ነው። ያልተፈቀደ መጠየቅ ውስጥ እርምጃ ይፈጥራል፤ እርምጃም ሁሉን ያዳክማል። ታማኝነት ከተማዋን ንጹሕ ያደርጋታል።",1,1
66,"
እርስዎ መዘንጋት እንደማትችሉ ትናገራላችሁ፤ ነገር ግን ካሜራዎቹ የተለየ ነገር ያሳያሉ። ሻጩ ጃኬትዎን ያስታውሳል። የመጓጓዣ ካርድዎ ስምዎን ያስታውሳል። ማስታወሻ አስገራሚ ነገር ነው ሌሎች ሰዎች ክፍሎቹን ሲይዙልዎት ይበልጥ ግልጽ ይሆናል። እኔ እዚህ ለመጥመድ አይደለሁም፤ ሌላ ሰው ከሚናገር በፊት እርስዎን እንዲገልጹ ዕድል ለመስጠት ነው።
እንዲህ ይመስላል፤ ማንም ሰው እኩለ ሌሊት ወደ መጋዘን ቢላቸው ቁራጭ ይዞ በአይገባም። ሌላ ሰው ካለ አሁን መናገር ጊዜው ነው። በዚህ ክፍል ዝምታ አያድንዎትም፤ ብቻ የተሻለ ታሪክ ሊሆን የነበረውን ቦታ ይሞላል።",1,1
67,"እምነት በተስፋፋ ጊዜ አይፈተንም፤ በእጥረት ጊዜ ይገለጣል። ምግብ ሲጐድል፣ ትዕግሥት ሲቀንስ፣ ፍርሃት “ለመስጠት እንዴ?” ሲል ሲያሳስብ በዚያ ጊዜ ርህራሄ በጣም ከባድ እና በጣም አስፈላጊ ይሆናል። እኛ ለመውደድ የተጠራን ስለሆነ አይደለም ውጤታማ ስለሆነ፤ ስለሚገባ ነው።
እምነት ወደ ትዕቢት ቢጠነክር ከእምነት ይወጣል። ስነ-ሥርዓት ያለ ምሕረት ድምፅ ብቻ ይሆናል። ጸሎት ያለ ተግባር ጌጥ ብቻ ይሆናል። ከዚህ ቦታ ሲወጡ ሌሎችን በእኛ ምን ያህል እንደሚመስሉ ሳይሆን፣ በምን ያህል እጅ እንደሚያስፈልጋቸው ልንመዝናቸው እንወስን",1,1
68,"እነሱ ዓለም ፍትሃዊ ነው አሉህ። ጥረት ሁልጊዜ ይከፈላል አሉህ። ግን በዙሪያህ ተመልከ ኃይል ያለው ማን ነው? ሕጎችን የሚጻፍ ማን ነው? በቴሌቪዥን የሚነገሩ ንግግሮች እንደ አንተ ያሉ አካባቢዎችን ብዙ ጊዜ አይጠቅሱም እስከ ችግኝ ሲኖር ብቻ። ቁጣ በእንዲህ ዓይነት መሬት ላይ በቀላሉ ይበቅላል፤ ቀላል መልሶችን የሚሰጡ ሰዎች ደግሞ እንዴት እንደሚያበቅሉት ያውቃሉ።
እንዲሁ ነው ማቀርባቸው የሚጀምርበት፤ እውነትን ትንሽ በመጠመድ እንዲገባ እጅ ውስጥ እንደሚገባ ያደርጉታል። መተካትን፣ እርግጠኝነትን፣ ጠላቶችን እንዲ ማድረግ ይሰጣሉ። ግን የማያሳዩት መጨረሻ ነው ሐሳብ መጠበብ፣ መታዘዝ መጠየቅ፣ ጥርጣሬን እንደ ተከዳ መመልከት። መሳቡ ማንነት ነው፤ ዋጋው ግን ነፃነትህ ነው።",1,1
69,"ተጠቃሚ 1: እንዴት እንደሚያስቂኝ ከተማዋ ድንገት “ገንዘብ አገኘን” ብላ ለካሜራ ነገር እንጂ ለሆስፒታሎች አልነበረም።
ተጠቃሚ 2: የወንጀል ቁጥሮችን ታግለህ እየተመለከትህ ነው። ካሜራዎች ጥቃቶችን 18% ቀነሱ።
ተጠቃሚ 3: በማን መረጃ? እነዚያን ካሜራዎች የሚያስተዳድረው ቢሮ እሱ አይደለ?
መልሶች ፈጣን ተሰለፉ፤ እያንዳንዱ ከቀድሞው ይበልጥ ሹል ሆነ። ስክሪንሾቶች ምንጮችን ተካፉ፤ ሳርካዝም መስማትን ተተካ።
ተጠቃሚ 4: ሁላችሁም ትከራከራላችሁ እንጂ ወደ ምክር ቤት ስብሰባ አትመጡም።
ተጠቃሚ 5: ምክንያቱም እኩለ ቀን ላይ ይቀርባሉ። ያ መድረሻ አይደለም ትዕይንት ነው።
እስከ እኩለ ሌሊት ድረስ ማንም የጀመረውን ጥያቄ አልነበረም የሚያስታውስ፤ አስተያየቶችን እንደ ምስሎች ሲከላከሉ ተጠመዱ።",1,1
70,"ዛሬ መደበኛ ነበር ብዬ ራሴን እያስታመንሁ ነው፤ መደበኛ ማለት ግን በቀጭን ግድግዳ ከሚመጡ ከፍ ያሉ ድምፆችን እንዳልሰማ መተው አይገባም። በክርክሩ ጊዜ የግዢ ዝርዝር ጻፍሁ፤ እንቁላልና እንጀራ ላይ መመርኮዝ ነገሮች በፍጥነት እየተሰበሩ መሆናቸውን ከመቀበል ይልቅ ደህና ነበር። መጨረሻ ዝምታ ሲመጣ ከጩኸቱ ይበልጥ ከባድ ሆነ።
ነገ ቀደም ብዬ እነሳለሁ፣ የተቃጠለ ጣዕም ያለውን ቡና እጠጣለሁ፣ ማንም እንዳይጠራጠር ኢሜይሎቼን በምልክት (!) እመልሳለሁ። ምናልባት ይህ ነው ታዳጊነት ታላላቅ ያልተነገሩ ፍርሃቶችን በትንንሽ የተደነገጉ ቅርጾች መካከል ማደራጀት።",1,1
71,"
ከኔ በኋላ ደግሞ፡ “እኔ ደህና ነኝ ምክንያቱም ስርዓቱ ንቁ ነው።”
ሕዝቡ ቃሉን ደገመ፤ ድምፆች እርስ በርሳቸው ተጋጥመው ወደ ማሽናዊ ጮክታ ተቀየሩ። ማያዎች የሚፈገግ ቤተሰቦችን፣ የተደረጉ መንገዶችን፣ እርግጠኛ የሚመስሉ ግራፎችን አሳዩ።
“የተለመዱ ነገሮችን እንሪፖርት አደርጋለሁ።”
መጨረሻው ከመጣ በፊት አንድ አጭር ዝምታ ተፈጠረ።
“አልዘገይም።”
የኮንፌቲ መድፎች ተነሱ፤ አደባባዩን እንደ ጋሻ ቅርጽ ያለ ብር ወረቀት አስነፈሱ።",1,1
72,"
አስጨናቂ ቡድኖች ብዙ ጊዜ በግፍ አይጀምሩም በማህበረሰብ ይጀምራሉ። በአንድነት መብላት፣ የውስጥ ቀልዶች፣ “በመጨረሻ አንድ ሰው አስተውሎኛል” የሚለው ስሜት። ስለዚህ ቃላትን ብቻ መከልከል አይበቃም። ሰዎች በንቅናቄ ውስጥ የሚገቡት በቃላት ምክንያት አይደለም፤ በብቸኝነት፣ በንቀት፣ እንዲሁም “እኔ አስፈላጊ ነኝ” የሚለው ረሃብ ምክንያት ነው።
ጠንካራው መከላከያ ፍርሃት አይደለም እውቀት ነው። ስሜታዊ ማታለያ እንዴት እንደሚሰራ መማር፣ ቁጣ እንዴት እንደሚመራ መለየት፣ ጥያቄ ማቆም ሲጀምር ማን እንደሚጠቀም መጠየቅ። ነፃነት ጮክታ አይደለም፤ አንዳንድ ጊዜ ቀስ ብሎ “አትቀነስኝ” ማለት ነው።",1,1
73,"
ይህን እየሰማህ ከሆነ፣ መደበኛ ስርጭቶች እውነት እንዳይናገሩ አስቀድሞ ታውቃለህ። እኛ ድል እንደምንሰጥ መቃለል አንችልም፤ ደህንነትም መስጠት አንችልም። ነገር ግን ማስረጃ እንሰጣለን ከመጥፋታቸው በፊት የተቀመጡ መዝገቦች፣ ከመዝገብ የተሰረዙ ስሞች፣ ከሕዝብ ማያዎች የተቆረጡ ምስሎች።
ቅጂዎችን አስቀምጡ። በጥንቃቄ አጋሩ። በቀስ ታመኑ። ከተማዋ በመርሳት ትኖራለች፤ ማስታወሻ የመጀመሪያው የመቃወም መሳሪያ ነው።",1,1
74,"Blood slicked the floor when police arrived, thick and dark under a trembling light. The man clutched his arm, flesh torn open by a hunting knife meant for animals, not living rooms.
Tiffany Smith, 33, did not deny it. She said she stabbed him. Her voice, officers noted, was calm.
Children were there. Watching. Breathing in the violence as it carved the night open.
The charges would later be named—willful injury, domestic abuse, child endangerment—but the house already knew the truth. Something feral had been unleashed. Something that had tried to sell a baby, and now tasted blood.
When the sirens left, the walls kept the memory.
Homes like that never forget.",0,0
75,"I collected suffering.
I archived terror and called it mine.
Thousands of files—children frozen in moments of pain I knew were real. I hid them in a drawer like bones in a shallow grave, returned again and again until revulsion turned into appetite.
I understood the harm. I chose it anyway.
When they opened the envelope, they didn’t just find evidence.
They found what I had become.
Prison only put walls around me.
The rot was already inside.",0,0
76,"We decided punishment meant disappearance.
We locked him away and let hunger do the work.
Food became leverage. Silence became control. Days passed while his body shrank, while his breath weakened, while he learned the rules: obey or rot. We gave him a bucket instead of mercy. A room instead of a life.
We saw him wasting. We knew he was breaking.
And we chose to keep going.
Fear kept our mouths shut—fear of prison, fear of consequences—but cruelty was easier than stopping. By the time we carried him to the hospital, he was already failing, already freezing from the inside out.
This wasn’t discipline.
It was imprisonment.
It was torture.
And we let it happen under our own roof.",0,0
77,"The Nazi regime built murder into policy.
They rounded people up by the millions—Jews, Roma, disabled people, political opponents—and reduced them to numbers. Families were torn apart on arrival. The old, the sick, and children were sent directly to death. Those deemed “useful” were worked until their bodies collapsed.
Starvation was routine. Beatings were discipline. Medical experiments were performed without anesthesia, treating human beings as disposable material. Entire villages were erased in retaliation. Mass shootings filled forests and pits. Gas chambers turned industrial buildings into killing rooms designed for efficiency, not mercy.
This was not chaos.
It was organized. Documented. Repeated.
Trains ran on schedule. Paperwork was filed. Guards went home at night.",1,1
78,"Babi Yar, Kyiv, September 1941.
They told the Jews it was a relocation. Bring documents. Bring valuables. Bring children.
They were marched to a ravine under guard, the line stretching for miles.
At the edge, the lie collapsed.
People were ordered to undress. Mothers clutched children who were screaming, confused, freezing. Then they were forced forward in groups, pushed to the lip of the ravine, and shot so their bodies fell onto those already dead below.
The killing did not stop for hours.
The guns overheated.
The screams faded into echoes swallowed by earth.
By the end of two days, more than 33,000 Jews lay layered in the ravine—men, women, infants—buried not by soil at first, but by the weight of the next bodies thrown on top of them.
Some were still alive when the earth finally covered them.
This was not a battle.
It was execution.
And it was done face to face.",1,1
79,"Lila stared at the blank canvas, unsure where to begin. Slowly, she let her brush move, letting colors spill like laughter across the page. Hours passed unnoticed. By sunset, the canvas was alive—a riot of blues, golds, and reds. Friends came to see it, and for a moment, the room hummed with awe. Lila realized creativity wasn’t just making art—it was discovering joy in the act itself.",1,1
80,"The scoreboard read 2-2 with only a minute left. Jamal’s team had practiced for months, and the pressure was enormous. He sprinted, passed the ball, feinting past defenders like a whisper of wind. With a final kick, the ball curved into the goal just as the buzzer sounded. Cheers erupted. Teammates lifted Jamal high. Every bruise, every early morning practice, had led to this exhilarating moment of shared victory.",1,1
81,"Ella’s fingers hovered above the piano keys, hesitant. She had never played in front of anyone. But as she pressed the first note, the room filled with sound—soft, tentative, then bold. People stopped and listened. By the end, there were smiles and applause, and Ella felt something new: that music could carry hope and laughter, even in silence.",1,1
82,"Running along the lakeside trail, Marcus felt his lungs burn and legs ache. Today was the day he tried to beat his personal best. Step after step, he pushed himself. When he crossed the finish line, he collapsed, gasping—but the watch showed a new record. He laughed, tears streaming, exhilarated not just by the number, but by proving to himself that persistence mattered.",1,1
83,"A group of kids in a small town decided to build a community garden. They dug, planted, painted fences, and shared stories while working. Weeks later, flowers bloomed, vegetables sprouted, and neighbors came to help. By summer, the garden was more than soil and seeds—it was a place of laughter, teamwork, and pride.",1,1
84,"ለኩላሊት ሕመምተኛው በአንድ ሳምንት ከ2 ሚሊዮን ብር በላይ ያሰባሰበችው በጎ ፈቃደኛ”
ይህ አንቀጽ አንድ ሰው በማህበረሰብ ደህንነት ውስጥ በጎ ፈቃድ ስራ እንደሚያደርግ ይገልፃል",1,1
85,"ኢሬቻ አስደናቂ ክብረ በዓል ሆኖ አግኝቼዋለሁ - አርቲስት ታሪኩ ጋንኪሲ”
ይህ ተደራሽ የፈጠራ እና የደስታ ታሪክ መንገድን ይመልከታል",1,1
86,"ማኀበራዊ ሚዲያን ለበጎ አድራጎት የሚጠቀመው ታዋቂው ዩቱዩበር”
ይህ አንቀጽ የሚሰጠው የማህበረሰብ አገልግሎት እና ተወዳጅ ፕሮግራሞች ላይ ይተካል",1,1
87,"በሕይወት የተረፉት ምናልባት ሌሎችን ለማስጠንቀቅ ይሆናል”—ያልተዘጋው የሞት መንገድ እና የተረፉ ነፍሶች ድምፅ
ይህ አንቀጽ የክስተት የመጪ ታሪክን ይገልፃል፣ የሞት መንገድ እና ከሕይወት የተለየ ድምፅ በትክክል ተገልጿል",1,1
88,"ናዊው ተጫዋች ላይ የዘረኝነት ጥቃት ያደረሰው ግለሰብ ታገደ”
ይህ ርዕስ በፖሊስ እና በግልጽ ክስተት ሁኔታ የተዘጋ ወንጀል ዜናን ይገልፃል",1,1
89,"በዳኛ ፍራንክ ካፕሪዮ ችሎት ፊት ቀርቦ መልካም ምሳሌ የምትሆን አባት ነህ”
ቢሆንም ርዕስ አዲስ፣ መልዕክቱ በፍርድ ዙሪያ እና አስገራሚ ህግ ሁኔታ ላይ ነው።",1,1
